Seconds,Orders Completed,Shipments Unloaded,Storages Used
0,0,0,0
1,0,0,1
2,0,0,1
3,0,0,1
4,0,0,2
5,0,0,2
6,0,0,3
7,0,1,4
8,0,1,3
9,0,1,4
10,0,1,4
11,0,1,3
12,0,1,4
13,0,1,4
14,0,1,5
15,0,1,5
16,0,1,6
17,0,2,7
18,0,2,8
19,0,2,8
20,0,2,9
21,0,2,9
22,0,2,10
23,0,2,10
24,0,2,11
25,0,2,11
26,1,2,11
27,1,2,11
28,1,3,12
29,2,3,12
30,2,3,13
31,2,3,13
32,2,3,14
33,2,3,14
34,2,3,15
35,2,3,16
36,2,3,17
37,2,4,17
38,2,4,17
39,2,4,17
40,2,4,17
41,2,4,16
42,2,4,17
43,2,4,16
44,2,4,16
45,3,4,16
46,3,4,16
47,4,4,16
48,4,5,17
49,4,5,18
50,4,5,18
51,4,5,19
52,4,5,19
53,4,5,20
54,4,5,20
55,4,5,21
56,4,5,21
57,4,5,21
58,4,6,21
59,5,6,21
60,5,6,21
61,5,6,21
62,5,6,21
63,5,6,21
64,5,6,22
65,5,6,22
66,6,6,22
67,6,6,23
68,6,7,24
69,6,7,24
70,6,7,23
71,6,7,23
72,6,7,23
73,7,7,23
74,7,7,23
75,7,7,24
76,7,7,24
77,7,7,24
78,7,7,24
79,7,8,25
80,7,8,25
81,7,8,25
82,8,8,25
83,8,8,26
84,8,8,26
85,8,8,25
86,8,8,25
87,8,8,25
88,8,8,25
89,9,8,25
90,9,8,26
91,9,9,26
92,9,9,27
93,9,9,27
94,9,9,26
95,9,9,26
96,9,9,25
97,10,9,26
98,10,9,26
99,10,9,26
100,10,9,27
101,10,9,26
102,10,9,26
103,10,9,26
104,11,10,26
105,11,10,27
106,11,10,27
107,11,10,28
108,11,10,27
109,11,10,27
110,12,10,27
111,12,10,27
112,12,10,27
113,12,10,28
114,12,11,29
115,12,11,30
116,12,11,29
117,12,11,30
118,12,11,29
119,12,11,29
120,13,11,29
121,13,11,30
122,13,11,30
123,13,11,30
124,13,12,30
125,13,12,31
126,13,12,30
127,14,12,31
128,14,12,31
129,14,12,32
130,14,12,32
131,14,12,32
132,14,12,32
133,14,12,32
134,14,12,32
135,14,12,32
136,15,12,32
137,15,13,32
138,15,13,31
139,15,13,31
140,16,13,31
141,16,13,31
142,16,13,31
143,16,13,32
144,16,13,33
145,16,13,33
146,16,13,34
147,16,13,34
148,16,14,35
149,16,14,35
150,16,14,35
151,16,14,35
152,17,14,34
153,17,14,35
154,17,14,35
155,17,14,34
156,17,14,34
157,17,14,34
158,17,14,34
159,18,14,34
160,18,14,35
161,18,14,36
162,18,14,36
163,18,15,37
164,18,15,37
165,18,15,37
166,18,15,37
167,18,15,37
168,19,15,38
169,19,15,38
170,19,15,38
171,19,16,39
172,19,16,39
173,19,16,39
174,20,16,39
175,20,16,39
176,20,16,40
177,20,16,40
178,20,16,41
179,20,16,41
180,20,16,40
181,20,16,40
182,20,16,40
183,21,17,40
184,21,17,41
185,21,17,41
186,21,17,41
187,21,17,40
188,21,17,41
189,22,18,41
190,22,18,42
191,22,18,42
192,22,18,43
193,22,18,44
194,22,18,44
195,22,18,44
196,22,18,44
197,22,18,44
198,22,18,44
199,23,18,44
200,23,18,44
201,23,18,44
202,23,19,44
203,23,19,44
204,24,19,44
205,24,19,45
206,24,19,45
207,24,19,46
208,24,19,47
209,24,20,47
210,24,20,47
211,24,20,47
212,24,20,47
213,24,20,47
214,24,20,48
215,24,20,48
216,24,20,48
217,24,20,48
218,24,20,48
219,25,20,48
220,25,20,48
221,25,20,49
222,25,20,49
223,26,20,49
224,26,20,49
225,26,20,50
226,26,20,50
227,26,20,51
228,26,20,51
229,26,20,52
230,26,21,52
231,26,21,52
232,26,22,52
233,26,22,52
234,26,22,52
235,26,22,52
236,26,22,52
