Seconds,Orders Completed,Shipments Unloaded,Storages Used
0,0,0,4
1,0,0,4
2,0,0,7
3,0,2,7
4,0,2,10
5,0,2,10
6,0,2,11
7,0,2,13
8,0,2,15
9,0,2,16
10,1,2,18
11,2,3,19
12,2,4,21
13,2,5,23
14,2,5,23
15,2,5,24
16,2,5,26
17,2,5,27
18,2,6,29
19,2,6,31
20,2,6,33
21,2,7,33
22,2,7,34
23,2,7,35
24,2,7,37
25,2,7,35
26,4,7,39
27,4,8,39
28,4,8,42
29,4,8,43
30,4,9,43
31,4,9,46
32,4,10,47
33,4,10,50
34,4,10,51
35,4,10,52
36,4,10,54
37,4,11,54
38,4,11,55
39,4,11,56
40,4,11,57
41,4,11,58
42,4,11,58
43,5,11,60
44,5,12,60
45,5,12,61
46,5,13,64
47,6,14,64
48,6,14,66
49,6,14,66
50,6,14,68
51,6,14,70
52,6,14,71
53,6,14,72
54,6,14,72
55,6,15,73
56,7,16,73
57,7,16,75
58,7,16,75
59,7,16,74
60,8,16,75
61,8,16,77
62,8,16,78
63,8,16,81
64,8,16,81
65,8,16,82
66,8,16,85
67,8,18,85
68,8,18,86
69,8,19,87
70,8,19,87
71,8,19,87
72,9,19,89
73,9,20,88
74,10,20,88
75,10,20,90
76,10,20,91
77,10,20,92
78,10,20,94
79,10,20,95
80,10,20,96
81,10,20,98
82,10,20,99
83,11,20,99
84,11,21,97
85,11,21,100
86,12,22,98
87,12,22,98
88,12,22,98
89,12,22,102
90,12,22,102
91,12,22,104
92,12,22,105
93,12,23,106
94,12,23,107
95,13,24,106
96,13,24,106
97,13,24,106
98,14,24,107
99,14,24,107
100,14,24,110
101,14,25,110
102,14,25,111
103,14,26,112
104,14,26,114
105,14,26,114
106,14,26,115
107,14,26,116
108,14,26,116
109,15,26,116
110,15,26,116
111,16,26,116
112,16,27,117
113,16,27,118
114,16,27,119
115,16,27,121
116,16,27,122
117,16,27,123
118,16,27,124
119,16,27,124
120,16,27,124
121,16,28,124
122,17,28,125
123,17,29,126
124,17,30,125
125,17,30,125
126,18,30,126
127,18,30,127
128,18,30,128
129,18,30,130
130,18,30,130
131,18,31,133
132,18,31,133
133,18,31,133
134,18,31,133
135,18,32,134
136,18,32,135
137,19,32,135
138,19,32,135
139,20,32,135
140,20,32,136
141,20,33,137
142,20,33,138
143,20,33,140
144,20,33,140
145,20,33,141
146,20,33,143
147,20,33,145
148,20,33,145
149,20,33,143
150,21,34,144
151,21,34,143
152,21,34,144
153,21,35,143
154,22,35,146
155,22,35,146
156,22,35,147
157,22,35,149
158,22,35,150
159,22,35,151
160,22,35,152
161,22,35,152
162,22,35,152
163,23,36,152
164,23,36,153
165,24,36,150
166,24,36,151
167,24,36,152
168,24,38,154
169,24,38,154
170,24,38,154
171,24,38,156
172,24,38,158
173,24,38,159
174,24,38,157
175,25,38,157
176,25,38,158
177,25,38,158
178,25,39,158
179,26,39,159
180,26,39,161
181,26,39,161
182,26,39,163
183,26,40,163
184,26,40,164
185,26,40,166
186,26,40,165
187,26,40,166
188,26,40,167
189,26,41,167
190,27,41,167
191,27,41,167
192,28,41,167
193,28,41,168
194,28,41,168
195,28,41,172
196,28,42,172
197,28,42,172
198,28,42,173
199,28,42,175
200,28,42,176
201,28,42,176
202,28,43,175
203,28,43,174
204,29,43,175
205,29,43,176
206,29,43,176
207,30,43,175
208,30,43,178
209,30,43,179
210,30,43,179
211,30,43,179
212,30,43,180
213,30,44,183
214,30,45,183
215,30,46,181
216,31,46,181
217,31,46,181
218,31,46,180
219,31,46,183
220,32,46,183
221,32,46,183
222,32,46,185
223,32,46,186
224,32,46,186
225,32,46,188
226,32,46,190
227,32,48,190
228,32,48,189
229,32,48,191
230,33,48,191
231,33,48,192
232,33,48,191
233,34,48,192
234,34,48,193
235,34,48,194
236,34,48,195
237,34,49,196
238,34,49,197
239,34,49,198
240,34,49,198
241,35,49,196
242,35,49,198
243,35,50,199
244,36,50,199
245,36,50,199
246,36,51,199
247,36,51,200
248,36,51,200
249,36,51,202
250,36,51,203
251,36,52,204
252,36,52,204
253,37,52,203
254,37,52,203
255,37,52,204
256,38,52,203
257,38,52,204
258,38,53,204
259,38,53,206
260,38,53,207
261,38,53,207
262,38,53,209
263,38,53,209
264,39,53,207
265,39,53,209
266,39,54,210
267,39,54,208
