Seconds,Orders Completed,Shipments Unloaded,Storages Used
0,0,0,4
1,0,0,8
2,0,1,8
3,0,1,9
4,0,2,9
5,1,2,11
6,1,3,12
7,2,3,14
8,2,4,15
9,2,4,17
10,2,4,19
11,2,4,23
12,2,5,25
13,2,5,28
14,2,6,30
15,2,6,32
16,2,6,32
17,2,7,32
18,2,7,33
19,3,7,34
20,4,8,38
21,4,9,40
22,4,9,42
23,4,9,44
24,4,9,45
25,4,10,48
26,4,10,51
27,4,10,52
28,4,11,53
29,4,11,55
30,4,12,56
31,5,12,53
32,5,12,55
33,5,12,55
34,6,12,57
35,6,12,58
36,6,12,61
37,6,13,62
38,6,14,63
39,6,14,65
40,6,14,66
41,6,14,69
42,6,15,69
43,7,15,69
44,7,15,69
45,7,15,69
46,8,15,71
47,8,16,71
48,8,16,73
49,8,16,75
50,8,16,77
51,8,16,78
52,8,16,80
53,8,16,82
54,8,17,82
55,8,18,82
56,9,18,83
57,10,19,81
58,10,19,82
59,10,19,85
60,10,19,85
61,10,19,88
62,10,20,89
63,10,20,90
64,10,20,93
65,10,20,93
66,10,20,95
67,11,20,95
68,11,20,94
69,11,20,94
70,12,20,95
71,12,20,96
72,12,22,98
73,12,23,99
74,12,23,101
75,12,23,102
76,12,23,103
77,12,23,105
78,12,24,105
79,13,24,104
80,13,24,105
81,13,24,104
82,14,24,105
83,14,24,107
84,14,24,108
85,14,24,109
86,14,24,111
87,14,24,112
88,14,25,114
89,14,26,115
90,14,26,115
91,15,26,115
92,15,27,115
93,15,27,114
94,16,27,116
95,16,28,117
96,16,28,119
97,16,28,120
98,16,28,121
99,16,28,122
100,16,28,124
101,16,28,125
102,16,28,125
103,17,28,126
104,17,29,127
105,18,29,127
106,18,30,127
107,18,30,127
108,18,30,127
109,18,31,129
110,18,31,130
111,18,31,133
112,18,31,134
113,18,31,134
114,18,31,135
115,19,31,135
116,19,32,135
117,20,32,134
118,20,32,136
119,20,33,136
120,20,33,137
121,20,33,139
122,20,33,140
123,20,33,141
124,20,33,143
125,20,33,143
126,20,33,143
127,21,33,143
128,21,34,143
129,22,35,143
130,22,35,144
131,22,35,146
132,22,35,147
133,22,36,147
134,22,36,148
135,22,36,150
136,22,36,150
137,22,36,152
138,22,36,152
139,22,36,151
140,23,36,151
141,23,36,152
142,24,36,152
143,24,36,153
144,24,36,155
145,24,36,156
146,24,37,157
147,24,38,157
148,24,38,158
149,24,39,159
150,24,39,161
151,24,39,162
152,24,39,161
153,25,39,159
154,26,39,159
155,26,39,160
156,26,39,162
157,26,40,163
158,26,40,165
159,26,41,166
160,26,41,166
161,26,41,167
162,26,41,169
163,26,41,170
164,26,42,171
165,27,42,167
166,27,42,169
167,28,42,169
168,28,42,171
169,28,42,171
170,28,43,173
171,28,43,173
172,28,43,175
173,28,43,177
174,28,44,177
175,28,44,179
176,29,44,178
177,29,44,179
178,29,44,177
179,30,44,176
180,30,44,180
181,30,45,180
182,30,45,181
183,30,45,183
184,30,45,184
185,30,45,186
186,30,45,188
187,30,46,188
188,31,46,186
189,31,46,186
190,31,46,187
191,31,46,188
192,31,46,188
193,32,46,187
194,32,46,189
195,32,47,190
196,32,47,192
197,32,48,193
198,32,48,194
199,32,49,195
200,33,49,193
201,33,49,194
202,33,49,195
203,33,49,197
204,34,49,197
205,34,49,196
206,34,49,198
207,34,50,199
208,34,50,200
209,34,50,200
