Seconds,Orders Completed,Shipments Unloaded,Storages Used
0,0,1,2
1,0,2,4
2,2,2,6
3,2,2,7
4,2,3,10
5,2,4,17
6,2,5,21
7,2,5,24
8,2,5,24
9,2,6,32
10,2,7,34
11,2,8,38
12,2,8,41
13,2,9,41
14,2,9,42
15,4,9,43
16,4,9,45
17,4,11,47
18,4,11,53
19,4,11,56
20,4,12,59
21,4,13,62
22,4,13,66
23,4,13,68
24,4,15,74
25,4,16,76
26,4,16,78
27,4,16,79
28,5,16,78
29,6,16,78
30,6,16,82
31,6,17,88
32,6,17,89
33,6,19,92
34,6,19,95
35,6,20,98
36,6,20,100
37,6,21,104
38,6,21,107
39,6,22,106
40,7,22,108
41,8,22,108
42,8,23,109
43,8,23,113
44,8,24,117
45,8,25,119
46,8,25,123
47,8,25,125
48,8,26,127
49,8,26,129
50,8,27,134
51,8,27,134
52,8,27,136
53,8,28,137
54,9,28,137
55,10,29,139
56,10,29,140
57,10,29,143
58,10,30,146
59,10,30,150
60,10,31,152
61,10,31,155
62,10,32,157
63,10,32,160
64,10,32,162
65,10,33,163
66,10,33,162
67,11,33,162
68,12,33,163
69,12,34,167
70,12,35,168
71,12,35,172
72,12,35,175
73,12,35,177
74,12,37,177
75,12,37,178
76,12,37,183
77,12,37,184
78,12,38,186
79,12,38,185
80,14,38,186
81,14,38,187
82,14,39,189
83,14,39,194
84,14,40,195
85,14,41,198
86,14,41,201
87,14,41,203
88,14,42,206
89,14,43,208
90,14,43,210
91,14,43,211
92,14,43,211
93,15,43,212
94,15,44,212
95,16,44,213
96,16,44,215
97,16,45,217
98,16,45,220
99,16,45,222
100,16,46,223
101,16,46,227
102,16,46,229
103,16,47,232
104,16,48,233
105,16,48,232
106,18,48,233
107,18,48,234
108,18,48,235
109,18,49,236
110,18,49,239
111,18,49,242
112,18,50,247
113,18,51,248
114,18,51,248
115,18,52,251
116,18,52,253
117,18,52,254
118,18,52,256
119,19,52,256
120,20,53,257
121,20,54,257
122,20,54,259
123,20,54,262
124,20,55,264
125,20,55,267
126,20,55,267
127,20,55,270
128,20,55,272
129,20,56,274
130,20,57,276
131,20,57,275
132,22,57,276
133,22,57,277
134,22,58,278
135,22,58,280
136,22,59,280
137,22,59,282
138,22,59,287
139,22,60,289
140,22,60,289
141,22,60,291
142,22,60,294
143,22,60,296
144,23,60,293
145,24,60,294
146,24,62,296
147,24,62,297
148,24,62,299
149,24,63,301
150,24,63,303
151,24,63,305
152,24,63,305
153,24,63,306
154,24,64,308
155,24,64,309
156,25,64,308
157,26,64,310
158,26,64,310
159,26,66,314
160,26,66,315
161,26,67,317
162,26,67,320
163,26,67,321
164,26,67,322
165,26,67,323
166,26,67,325
167,26,68,327
168,26,68,327
169,27,68,327
170,28,69,328
171,28,70,331
172,28,70,331
173,28,70,334
174,28,71,336
175,28,71,336
176,28,71,340
177,28,71,340
178,28,71,342
179,28,71,344
180,28,71,345
181,28,71,345
182,30,71,345
183,30,71,346
184,30,73,348
185,30,74,349
186,30,74,350
187,30,74,350
188,30,75,352
189,30,75,356
190,30,75,356
191,30,75,357
192,30,75,358
193,30,75,358
194,30,75,358
195,32,75,360
196,32,76,362
197,32,77,362
198,32,78,363
199,32,78,363
200,32,78,367
201,32,78,368
202,32,78,373
203,32,79,373
204,32,79,374
205,32,79,375
206,32,80,376
207,32,80,374
208,34,80,377
209,34,80,377
210,34,81,379
211,34,81,381
212,34,81,384
213,34,82,386
214,34,82,388
215,34,82,388
216,34,82,388
217,34,82,390
218,34,82,392
219,34,82,394
220,35,82,393
221,36,83,393
222,36,84,395
223,36,85,395
224,36,85,395
225,36,85,395
226,36,85,398
227,36,85,399
228,36,85,401
229,36,85,405
230,36,86,405
231,36,87,406
232,36,87,406
233,36,87,407
234,37,87,406
235,38,87,409
236,38,87,409
237,38,87,411
238,38,88,413
239,38,88,414
240,38,89,416
241,38,90,417
242,38,90,421
243,38,90,422
244,38,90,423
245,38,91,422
246,38,91,424
247,39,91,423
248,40,91,422
249,40,91,425
250,40,91,427
251,40,91,430
252,40,91,431
253,40,91,433
254,40,93,433
255,40,93,434
256,40,93,436
257,40,94,439
258,40,94,440
259,40,94,441
260,40,94,439
261,42,94,441
262,42,95,441
263,42,95,444
264,42,96,445
265,42,96,445
266,42,96,446
267,42,96,447
268,42,96,450
269,42,96,453
270,42,97,454
271,42,97,455
272,42,97,455
273,43,97,456
274,44,97,457
275,44,98,458
276,44,100,459
277,44,100,462
278,44,100,463
279,44,100,463
280,44,100,463
281,44,100,465
282,44,100,470
283,44,101,473
284,44,101,473
285,44,101,473
286,44,101,473
287,44,101,473
288,45,101,475
289,46,102,477
290,46,103,477
291,46,104,477
292,46,104,477
293,46,104,480
294,46,104,482
295,46,104,485
296,46,105,486
297,46,105,489
298,46,105,490
299,46,107,491
300,46,107,492
301,47,107,492
302,48,107,493
303,48,109,494
304,48,112,494
305,48,114,497
306,48,114,499
307,48,114,499
308,48,114,499
309,48,114,499
310,48,114,500
311,48,114,500
312,48,114,500
313,48,114,496
314,49,114,496
315,50,114,494
316,50,118,495
317,50,119,499
318,50,120,499
319,50,120,500
320,50,120,500
321,50,120,500
322,50,120,500
323,50,120,500
324,50,120,500
325,50,120,499
326,50,120,497
327,51,120,497
328,52,121,494
329,52,123,494
330,52,125,496
331,52,126,499
332,52,126,500
333,52,126,500
334,52,126,500
335,52,126,500
336,52,126,500
337,52,126,500
338,52,126,500
339,52,126,497
340,54,126,494
341,54,128,494
342,54,130,496
343,54,131,499
344,54,132,499
345,54,132,500
346,54,132,500
347,54,132,500
348,54,132,500
349,54,132,500
350,54,132,500
351,54,132,498
352,55,132,496
353,56,133,494
354,56,135,497
355,56,139,497
356,56,139,499
357,56,139,500
358,56,139,500
359,56,139,500
360,56,139,500
361,56,139,500
362,56,139,500
363,56,139,500
364,57,139,495
365,57,139,494
366,58,140,494
367,58,144,497
368,58,144,499
369,58,144,500
370,58,144,500
371,58,144,500
372,58,144,500
373,58,144,500
374,58,144,500
375,58,144,500
376,58,144,498
377,60,144,495
378,60,144,494
379,60,150,495
380,60,150,498
381,60,150,500
382,60,150,500
383,60,150,500
384,60,150,500
385,60,150,500
386,60,150,500
387,60,150,500
388,60,150,500
389,60,150,497
390,62,150,494
391,62,153,494
392,62,155,496
393,62,157,497
394,62,157,500
395,62,157,500
396,62,157,500
397,62,157,500
398,62,157,500
399,62,157,500
400,62,157,500
401,62,157,499
402,64,160,494
403,64,160,495
404,64,163,498
405,64,163,500
406,64,163,500
407,64,163,500
408,64,163,500
409,64,163,500
410,64,163,500
411,64,163,500
412,64,163,500
413,64,163,500
414,64,163,497
415,65,163,494
416,66,165,494
417,66,166,497
418,66,169,497
419,66,169,498
420,66,169,499
421,66,169,500
422,66,169,500
423,66,169,500
424,66,169,500
425,66,169,500
426,66,169,500
427,66,169,498
428,66,169,497
429,68,169,494
430,68,170,494
431,68,173,495
432,68,176,497
433,68,176,499
434,68,176,499
435,68,176,500
436,68,176,500
437,68,176,500
438,68,176,500
439,68,176,500
440,68,176,499
441,70,179,494
442,70,179,498
443,70,180,498
444,70,181,500
445,70,181,500
446,70,181,500
447,70,181,500
448,70,181,500
449,70,181,500
450,70,181,500
451,70,181,500
452,70,181,500
453,72,181,494
454,72,183,495
455,72,185,496
456,72,187,499
457,72,187,500
458,72,187,500
459,72,187,500
460,72,187,500
461,72,187,500
462,72,187,500
463,72,187,500
464,72,187,500
465,72,187,497
466,74,187,496
467,74,187,494
468,74,191,494
469,74,193,498
470,74,194,499
471,74,194,500
472,74,194,500
473,74,194,500
474,74,194,500
475,74,194,500
476,74,194,500
477,74,194,500
478,74,194,496
479,75,194,494
480,76,195,494
481,76,199,496
482,76,200,499
483,76,200,500
484,76,200,500
485,76,200,500
486,76,200,500
487,76,200,500
488,76,200,500
489,76,200,500
490,76,200,499
491,77,201,498
492,77,201,497
493,78,203,496
494,78,205,498
495,78,207,499
496,78,207,499
497,78,207,499
498,78,207,500
499,78,207,500
500,78,207,500
501,78,207,500
502,78,207,500
503,78,207,498
504,78,207,496
505,80,207,494
506,80,210,495
