Seconds,Orders Completed,Shipments Unloaded,Storages Used
0,0,1,4
1,0,2,6
2,2,2,10
3,2,3,11
4,2,4,15
5,2,5,21
6,2,5,24
7,2,6,27
8,2,7,32
9,2,7,36
10,2,8,39
11,2,9,44
12,2,10,48
13,2,10,48
14,4,10,48
15,4,10,51
16,4,11,55
17,4,12,60
18,4,13,64
19,4,13,66
20,4,14,66
21,4,15,71
22,4,15,75
23,4,16,80
24,4,16,83
25,4,17,82
26,4,17,84
27,6,17,84
28,6,18,84
29,6,18,89
30,6,19,91
31,6,19,97
32,6,20,100
33,6,20,102
34,6,21,107
35,6,22,111
36,6,23,112
37,6,23,114
38,6,23,114
39,8,23,114
40,8,23,116
41,8,24,118
42,8,25,122
43,8,26,125
44,8,26,129
45,8,27,132
46,8,27,135
47,8,28,139
48,8,28,142
49,8,29,145
50,8,30,146
51,8,30,150
52,10,30,150
53,10,31,151
54,10,31,152
55,10,32,155
56,10,32,158
57,10,33,164
58,10,33,166
59,10,34,167
60,10,34,172
61,10,35,175
62,10,36,175
63,10,36,177
64,11,36,180
65,12,36,180
66,12,37,181
67,12,38,182
68,12,38,183
69,12,38,188
70,12,39,194
71,12,39,195
72,12,39,198
73,12,40,201
74,12,40,204
75,12,40,204
76,12,41,204
77,13,42,206
78,14,42,207
79,14,43,210
80,14,43,211
81,14,44,215
82,14,44,217
83,14,44,220
84,14,45,223
85,14,45,226
86,14,46,227
87,14,46,229
88,14,47,229
89,14,47,232
90,15,47,234
91,16,47,234
92,16,47,234
93,16,48,234
94,16,48,238
95,16,49,241
96,16,49,245
97,16,49,246
98,16,50,249
99,16,51,250
100,16,51,253
101,16,51,255
102,16,52,255
103,17,52,257
104,18,52,258
105,18,52,258
106,18,53,259
107,18,53,259
108,18,53,266
109,18,55,268
110,18,55,269
111,18,55,272
112,18,55,274
113,18,56,277
114,18,56,279
115,19,56,279
116,19,56,279
117,20,57,280
118,20,58,284
119,20,58,285
120,20,59,286
121,20,59,290
122,20,59,292
123,20,60,294
124,20,60,297
125,20,61,299
126,20,61,300
127,20,61,302
128,21,61,303
129,21,62,305
130,22,62,305
131,22,62,307
132,22,64,309
133,22,64,311
134,22,64,315
135,22,65,318
136,22,65,319
137,22,66,322
138,22,66,323
139,22,66,327
140,22,67,327
141,23,67,330
142,23,67,330
143,24,68,331
144,24,68,333
145,24,69,333
146,24,69,335
147,24,69,339
148,24,69,342
149,24,71,344
150,24,71,345
151,24,71,346
152,24,71,348
153,24,71,348
154,26,71,349
155,26,71,351
156,26,71,354
157,26,73,356
158,26,74,356
159,26,74,359
160,26,74,360
161,26,74,365
162,26,75,366
163,26,75,366
164,26,75,367
165,26,75,367
166,26,75,368
167,28,75,370
168,28,76,373
