Seconds,Orders Completed,Shipments Unloaded,Storages Used
0,0,0,1
1,0,0,1
2,0,0,2
3,0,0,3
4,0,0,3
5,0,0,3
6,0,0,4
7,0,1,3
8,0,1,4
9,0,1,4
10,0,1,4
11,0,1,4
12,0,1,5
13,0,1,5
14,0,1,5
15,1,1,4
16,1,1,5
17,1,1,5
18,1,1,6
19,1,2,6
20,1,2,6
21,1,2,7
22,1,2,8
23,1,2,9
24,1,2,9
25,1,2,9
26,2,2,9
27,2,2,10
28,2,2,9
29,2,2,9
30,2,2,9
31,2,3,9
32,2,3,10
33,2,3,10
34,2,3,11
35,2,3,12
36,2,3,11
37,3,3,12
38,3,3,12
39,3,3,13
40,3,3,12
41,3,3,13
42,3,4,13
43,3,4,14
44,3,4,14
45,3,4,15
46,3,4,16
47,3,4,15
48,3,4,16
49,3,4,16
50,3,4,16
51,3,4,17
52,3,4,17
53,3,4,18
54,3,4,18
55,3,4,19
56,3,4,20
57,3,4,20
58,3,4,20
59,3,4,21
60,3,4,21
61,4,4,21
62,4,5,21
63,4,5,22
64,4,5,22
65,4,5,23
66,4,5,24
67,4,5,24
68,4,5,25
69,4,5,25
70,4,5,26
71,4,6,26
72,4,6,25
73,4,6,26
74,4,6,26
75,4,6,26
76,4,6,27
77,5,6,27
78,5,6,27
79,5,6,28
80,5,6,28
81,5,6,29
82,5,6,29
83,5,7,29
84,5,7,30
85,5,8,30
86,5,8,30
87,5,8,31
88,5,8,31
89,5,8,31
90,5,8,31
91,5,8,31
92,5,8,32
93,5,8,32
94,6,8,32
95,6,8,32
96,6,8,33
97,6,9,33
98,6,9,34
99,6,9,34
100,6,9,35
101,6,9,36
102,6,9,37
103,7,9,37
104,7,9,37
105,7,9,37
106,7,10,37
107,7,10,37
108,7,10,37
109,7,10,38
110,7,10,39
111,7,10,38
112,7,10,39
113,8,10,40
114,8,10,40
115,8,10,40
116,8,11,40
117,8,11,40
118,8,11,40
119,8,11,40
120,8,11,42
121,8,11,43
122,8,11,42
123,8,11,43
124,9,11,43
125,9,11,43
126,9,12,43
127,9,12,43
128,9,12,44
129,9,12,44
130,10,12,44
131,10,12,45
132,10,12,45
133,10,12,46
134,10,12,46
135,10,12,46
136,10,13,45
137,10,13,46
138,10,13,46
139,10,13,46
140,11,13,47
141,11,13,47
142,11,13,47
143,11,13,47
144,11,13,47
145,11,13,47
146,11,13,47
147,11,13,47
148,12,14,47
149,12,14,48
150,12,14,48
151,12,14,48
152,12,14,48
153,12,14,48
154,12,14,49
155,13,14,49
156,13,14,49
157,13,14,50
158,13,15,50
159,13,15,50
160,13,15,50
161,13,15,50
162,13,15,50
163,13,15,50
164,13,15,51
165,13,15,52
166,13,15,52
167,13,15,52
168,13,15,51
169,13,15,52
170,14,16,51
171,14,16,51
172,14,16,52
173,14,16,52
174,14,16,53
175,14,16,54
176,14,16,54
177,15,16,55
178,15,16,55
179,15,16,56
180,15,17,56
181,15,17,56
182,15,17,56
183,15,17,57
184,15,17,58
185,16,17,57
186,16,17,58
187,16,17,58
188,16,17,58
189,16,17,58
190,16,17,59
191,16,17,60
192,16,17,60
193,16,17,61
194,16,17,61
195,16,17,61
