Seconds,Orders Completed,Shipments Unloaded,Storages Used
0,0,0,0
1,0,0,4
2,0,0,4
3,0,0,5
4,0,1,7
5,0,2,9
6,0,2,9
7,0,2,13
8,1,3,12
9,1,3,14
10,1,3,15
11,1,3,17
12,2,4,18
13,2,4,19
14,2,4,22
15,2,4,23
16,2,4,26
17,2,4,27
18,2,4,28
19,2,4,28
20,2,5,29
21,2,6,31
22,3,7,32
23,3,7,33
24,3,7,33
25,3,7,32
26,4,7,34
27,4,8,36
28,4,8,37
29,4,8,39
30,4,8,40
31,4,8,41
32,4,8,44
33,4,9,44
34,4,10,45
35,5,10,45
36,5,10,46
37,5,10,49
38,5,11,49
39,5,11,49
40,6,11,52
41,6,11,52
42,6,11,55
43,6,11,56
44,6,13,59
45,6,13,60
46,6,13,60
47,6,13,62
48,6,13,63
49,7,14,61
50,7,14,65
51,8,14,64
52,8,14,65
53,8,14,66
54,8,15,67
55,8,15,70
56,8,16,70
57,8,16,72
58,8,16,74
59,8,16,75
60,8,16,76
61,8,16,76
62,8,16,76
63,9,17,79
64,9,18,79
65,9,18,79
66,9,18,81
67,9,18,81
68,10,18,84
69,10,18,84
70,10,18,86
71,10,18,88
72,10,19,89
73,10,19,91
74,10,20,91
75,10,20,92
76,10,20,92
77,10,20,94
78,10,21,95
79,11,21,94
80,11,21,95
81,12,21,95
82,12,21,96
83,12,21,98
84,12,21,100
85,12,21,101
86,12,23,102
87,12,23,104
88,12,24,106
89,12,24,107
90,12,24,107
91,12,24,109
92,12,24,108
93,12,24,109
94,12,25,110
95,12,25,111
96,13,25,112
97,13,25,114
98,13,25,114
99,14,25,115
100,14,25,117
101,14,26,117
102,14,26,119
103,14,26,120
104,14,26,121
105,14,26,122
106,14,26,123
107,14,26,123
108,14,26,126
109,15,27,124
110,15,28,124
111,15,29,125
112,15,29,126
113,15,29,126
114,16,29,128
115,16,29,129
116,16,30,131
117,16,30,132
118,16,30,134
119,16,30,135
120,16,30,135
121,16,30,136
122,16,30,136
123,17,30,136
124,17,30,136
125,17,30,138
126,17,31,138
127,18,31,139
128,18,32,141
129,18,33,141
130,18,33,144
131,18,33,144
132,18,33,145
133,18,33,145
134,18,33,146
135,18,34,146
136,18,34,147
137,18,34,148
138,19,34,147
139,20,34,147
140,20,34,148
141,20,34,150
142,20,34,151
143,20,34,153
144,20,35,155
145,20,36,156
146,20,36,158
147,20,36,158
148,20,37,158
