Seconds,Orders Completed,Shipments Unloaded,Storages Used
0,0,0,0
1,0,0,3
2,0,0,3
3,0,0,1
4,0,0,3
5,0,1,5
6,0,1,5
7,0,1,6
8,0,1,7
9,1,1,7
10,1,1,9
11,1,1,10
12,1,2,11
13,2,2,12
14,2,3,14
15,2,3,16
16,2,4,18
17,2,4,18
18,2,4,20
19,2,4,21
20,2,5,22
21,2,5,22
22,2,5,23
23,2,5,25
24,2,5,25
25,3,5,26
26,3,5,26
27,3,5,26
28,4,6,28
29,4,7,29
30,4,7,30
31,4,7,31
32,4,7,33
33,4,7,33
34,4,8,36
35,4,8,36
36,4,8,37
37,4,8,37
38,4,8,37
39,4,8,39
40,5,9,39
41,5,9,40
42,6,10,39
43,6,10,42
44,6,10,42
45,6,10,45
46,6,10,45
47,6,10,47
48,6,10,48
49,6,11,48
50,6,11,50
51,6,11,49
52,6,11,50
53,7,11,50
54,7,11,51
55,7,11,52
56,7,11,52
57,7,11,54
58,7,12,54
59,8,13,54
60,8,13,56
61,8,13,57
62,8,13,59
63,8,13,60
64,9,13,59
65,9,13,60
66,9,13,61
67,9,14,63
68,9,14,64
69,9,15,65
70,9,15,65
71,9,15,65
72,9,16,66
73,9,16,67
74,9,16,67
75,10,16,69
76,10,16,68
77,10,16,69
78,10,16,70
79,10,16,71
80,11,16,71
81,11,16,72
82,11,16,74
83,11,17,74
84,11,17,75
85,11,17,77
86,11,18,77
87,11,18,78
88,11,19,79
89,11,19,78
90,12,19,80
91,12,19,80
92,12,19,80
93,12,19,81
94,12,19,81
95,13,19,83
96,13,20,83
97,13,20,86
98,13,20,86
99,13,20,87
100,13,20,88
101,13,20,88
102,13,20,89
103,13,20,89
104,13,20,90
105,13,20,91
106,14,21,92
107,14,21,92
108,14,22,93
109,14,23,93
110,15,23,92
111,15,23,94
112,15,23,95
113,15,23,96
114,15,23,97
115,15,23,98
116,15,23,98
117,15,24,99
118,15,24,100
119,15,24,100
120,15,24,100
121,15,24,101
122,16,24,99
