Seconds,Orders Completed,Shipments Unloaded,Storages Used
0,0,0,3
1,0,0,5
2,0,0,6
3,0,0,6
4,0,1,8
5,0,2,9
6,0,2,10
7,1,3,12
8,1,3,12
9,2,3,14
10,2,3,17
11,2,3,17
12,2,4,20
13,2,4,21
14,2,4,23
15,2,4,26
16,2,5,26
17,2,5,27
18,2,6,29
19,2,6,27
20,2,6,28
21,3,6,30
22,3,7,30
23,3,7,32
24,4,7,32
25,4,7,34
26,4,7,37
27,4,8,38
28,4,8,40
29,4,8,42
30,4,8,43
31,4,9,44
32,4,9,45
33,4,9,46
34,4,9,45
35,5,9,46
36,5,9,47
37,6,9,47
38,6,9,48
39,6,9,49
40,6,10,50
41,6,11,52
42,6,11,53
43,6,12,53
44,6,12,55
45,6,12,56
46,6,12,57
47,6,12,57
48,7,12,58
49,7,12,58
50,7,12,58
51,7,13,58
52,8,14,59
53,8,14,61
54,8,14,62
55,8,14,63
56,8,15,65
57,8,15,66
58,8,15,68
59,8,15,68
60,8,15,67
61,9,16,68
62,9,16,70
63,9,16,70
64,10,16,70
65,10,17,71
66,10,17,72
67,10,17,73
68,10,17,75
69,10,17,76
70,10,17,77
71,10,18,78
72,10,18,78
73,11,18,77
74,11,18,79
75,11,18,80
76,12,18,78
77,12,18,80
78,12,19,80
79,12,19,82
80,12,19,83
81,12,19,85
82,12,19,86
83,12,20,86
84,12,20,85
85,13,21,86
86,13,21,86
87,13,21,86
88,14,21,86
89,14,21,87
90,14,21,89
91,14,22,90
92,14,22,91
93,14,22,92
94,14,22,92
95,14,22,94
96,14,22,93
97,15,22,93
98,15,22,93
99,15,22,95
100,16,22,93
101,16,22,96
102,16,22,96
103,16,23,96
104,16,23,99
105,16,24,99
106,16,24,100
107,16,25,100
108,16,25,99
109,17,25,100
110,17,25,101
111,17,25,101
112,17,26,101
113,18,26,102
114,18,26,103
115,18,26,103
116,18,26,104
117,18,26,105
118,18,26,107
119,18,26,108
120,18,26,106
121,19,26,108
122,19,27,109
123,19,27,109
124,19,27,108
125,20,27,108
126,20,27,109
127,20,27,111
128,20,27,112
129,20,27,113
130,20,28,115
131,20,28,116
132,21,29,114
133,21,29,115
134,21,29,115
135,21,30,116
136,22,30,114
137,22,30,115
138,22,30,115
139,22,30,117
140,22,30,118
141,22,30,118
142,22,30,120
143,22,30,120
144,22,30,121
145,22,31,120
146,23,31,123
147,23,31,123
148,23,32,121
149,23,32,123
150,24,32,123
151,24,32,123
152,24,32,126
153,24,32,126
154,24,32,128
155,24,32,128
156,24,32,130
157,25,33,128
158,25,34,128
159,25,34,129
160,25,34,129
161,26,34,129
162,26,34,129
163,26,34,130
164,26,34,132
165,26,35,132
166,26,35,134
167,26,35,135
168,26,35,135
169,26,35,134
170,26,35,135
171,27,35,135
172,27,35,135
173,27,35,134
174,28,36,135
175,28,36,135
176,28,36,138
177,28,37,138
178,28,37,138
179,28,37,138
180,28,37,140
181,28,37,141
182,28,37,141
183,28,37,141
184,28,37,141
185,29,37,142
186,29,37,141
187,29,38,141
188,30,38,143
189,30,38,144
190,30,39,144
191,30,39,146
192,30,39,146
193,30,39,147
194,30,39,149
195,30,39,149
196,30,39,149
197,30,39,149
198,31,39,149
199,31,39,149
200,31,40,149
201,32,40,151
202,32,40,151
203,32,41,151
204,32,41,152
205,32,41,152
206,32,41,154
207,32,41,155
208,32,41,156
209,33,41,154
210,33,41,155
211,33,41,155
212,33,41,156
213,33,41,156
214,33,42,155
215,34,42,158
216,34,43,158
217,34,43,159
218,34,44,160
219,34,44,160
220,34,44,161
221,35,44,160
222,35,44,161
223,35,44,161
224,35,44,162
225,35,44,163
226,35,44,162
227,35,44,162
228,36,44,162
229,36,45,164
230,36,45,165
231,36,45,165
232,36,45,165
233,36,45,165
234,37,46,166
235,37,46,167
236,37,46,168
237,37,46,169
238,37,46,169
239,37,46,169
240,37,46,168
241,38,46,169
242,38,46,169
243,38,46,172
244,38,46,172
245,38,47,171
246,38,47,172
247,38,48,172
248,39,48,173
249,39,48,174
