Seconds,2,4,6,8,10,12
0,0,0,0,0,0,0
1,0,0,0,0,0,0
2,0,0,0,0,0,0
3,0,0,0,0,0,1
4,0,0,0,0,1,1
5,0,0,0,1,1,1
6,0,0,1,1,2,2
7,0,0,1,1,2,2
8,0,0,2,2,2,2
9,0,1,2,2,2,2
10,0,2,2,2,2,2
11,0,2,2,2,2,2
12,0,2,2,2,2,2
13,0,2,2,2,2,2
14,0,2,2,2,2,2
15,1,2,2,2,2,2
16,1,2,2,2,2,3
17,1,2,2,3,3,3
18,1,2,2,3,3,3
19,1,2,2,3,4,4
20,1,2,2,3,4,4
21,1,2,2,3,4,4
22,1,2,4,4,4,4
23,1,2,4,4,4,4
24,1,2,4,4,4,4
25,1,2,4,4,4,4
26,2,3,4,4,4,4
27,2,3,4,4,4,4
28,2,4,4,4,4,4
29,2,4,4,4,5,5
30,2,4,4,4,5,5
31,2,4,4,5,5,5
32,2,4,4,5,5,6
33,2,4,4,5,6,6
34,2,4,4,6,6,6
35,2,4,5,6,6,6
36,2,4,5,6,6,6
37,3,4,6,6,6,6
38,3,4,6,6,6,6
39,3,4,6,6,6,6
40,3,5,6,6,6,6
41,3,5,6,6,6,6
42,3,5,6,6,7,7
43,3,6,6,6,7,7
44,3,6,6,6,7,7
45,3,6,6,7,7,8
46,3,6,6,8,8,8
47,3,6,7,8,8,8
48,3,6,7,8,8,8
49,3,6,7,8,8,8
50,3,6,8,8,8,8
51,3,6,8,8,8,8
52,3,6,8,8,8,8
53,3,6,8,8,8,8
54,3,6,8,8,9,9
55,3,7,8,8,9,9
56,3,7,8,8,9,9
57,3,7,8,9,9,9
58,3,8,8,9,9,10
59,3,8,8,10,10,10
60,3,8,9,10,10,10
61,4,8,9,10,10,10
62,4,8,9,10,10,10
63,4,8,10,10,10,10
64,4,8,10,10,10,10
65,4,8,10,10,10,10
66,4,8,10,10,10,11
67,4,8,10,10,11,11
68,4,9,10,10,11,11
69,4,9,10,11,11,12
70,4,9,10,11,11,12
71,4,9,10,11,12,12
72,4,10,10,12,12,12
73,4,10,11,12,12,12
74,4,10,11,12,12,12
75,4,10,11,12,12,12
76,4,10,12,12,12,12
77,5,10,12,12,12,12
78,5,10,12,12,12,12
79,5,10,12,12,12,13
80,5,10,12,12,13,13
81,5,10,12,13,13,13
82,5,11,12,13,13,14
83,5,11,12,13,14,14
84,5,11,13,13,14,14
85,5,11,13,14,14,14
86,5,12,13,14,14,14
87,5,12,13,14,14,14
88,5,12,14,14,14,14
89,5,12,14,14,14,14
90,5,12,14,14,14,14
91,5,12,14,14,14,14
92,5,12,14,14,15,15
