Seconds,2,4,6,8,10,12
0,1,2,3,4,2,5
1,1,2,3,4,5,6
2,2,3,4,4,6,6
3,2,4,5,4,7,8
4,2,5,6,6,10,11
5,3,6,7,8,13,14
6,2,5,8,10,14,16
7,3,7,10,11,15,18
8,3,8,12,14,19,21
9,3,8,12,16,20,24
10,4,8,14,18,23,26
11,5,9,15,20,25,30
12,5,10,17,21,28,30
13,4,12,19,22,30,32
14,5,12,20,24,32,36
15,5,14,22,24,33,37
16,5,14,23,27,34,41
17,6,16,24,28,37,42
18,6,16,26,28,38,43
19,6,17,27,30,40,46
20,6,18,28,31,41,45
21,6,19,29,31,42,48
22,7,19,29,33,43,49
23,8,19,31,33,45,50
24,8,21,31,34,47,52
25,9,21,33,35,48,54
26,9,22,34,37,50,56
27,10,22,36,38,50,60
28,10,21,36,40,52,62
29,11,23,35,42,52,64
30,11,23,37,43,54,68
31,12,24,37,45,56,69
32,11,25,39,47,59,69
33,12,25,40,47,60,68
34,12,27,41,46,61,71
35,12,27,43,48,61,74
36,13,29,43,49,62,74
37,13,29,42,51,64,76
38,13,31,43,51,65,77
39,13,31,44,51,66,78
40,14,31,45,53,69,80
41,15,32,45,54,69,83
42,14,32,47,56,70,84
43,14,33,47,57,71,87
44,15,33,46,58,73,88
45,15,33,48,58,75,87
46,15,33,49,59,76,90
47,15,34,50,60,77,92
48,16,34,51,60,79,93
49,17,33,53,61,79,95
50,17,34,53,62,80,95
51,18,35,52,62,81,98
52,18,35,53,63,84,98
53,19,37,54,63,84,98
54,19,37,55,66,84,102
55,18,37,55,67,86,103
56,19,37,57,69,86,103
57,19,37,57,70,87,105
58,19,38,57,72,88,107
59,19,39,59,73,91,108
60,20,40,58,71,92,110
61,19,40,60,73,93,112
62,20,39,60,74,94,113
63,21,40,59,72,94,114
64,20,41,59,74,95,117
65,20,40,61,75,98,117
66,21,42,61,76,98,118
67,21,42,61,77,97,120
68,20,43,63,79,99,121
69,21,44,63,81,101,122
70,21,45,66,81,102,121
71,21,45,66,81,105,122
72,21,45,65,81,105,125
73,22,45,67,82,106,126
74,22,46,67,83,109,127
75,22,46,68,84,109,129
76,22,47,69,84,107,132
77,22,46,68,86,110,132
78,22,47,69,86,111,131
79,23,47,69,87,111,131
80,22,48,71,90,110,132
81,23,48,72,90,113,133
82,23,49,72,92,114,134
83,24,50,73,92,115,136
84,23,51,75,92,117,139
85,23,51,75,93,118,139
86,24,51,74,94,120,141
87,24,52,75,95,120,143
88,24,52,75,96,120,145
89,24,51,77,96,121,145
90,24,51,77,97,122,145
91,24,52,77,97,123,146
92,24,52,77,98,122,146
93,25,53,78,98,125,145
94,25,53,78,101,124,147
95,25,53,80,102,126,148
96,25,54,81,101,127,151
97,24,56,81,102,130,151
98,25,56,82,103,131,154
99,25,58,83,105,131,154
100,25,58,83,107,131,157
101,25,58,83,107,132,159
102,26,59,84,108,134,157
103,26,58,84,108,135,159
104,26,58,84,108,136,159
105,26,59,85,109,138,161
106,26,60,85,110,138,163
107,26,60,85,110,139,163
108,26,60,87,112,140,165
109,26,60,87,113,141,165
110,26,60,88,113,143,167
111,27,61,89,113,145,170
112,27,61,90,114,146,171
113,26,62,90,116,145,171
114,27,63,88,116,148,172
115,27,64,89,117,148,173
116,26,64,90,118,149,171
117,27,63,91,119,150,175
118,27,63,90,118,152,175
119,27,63,90,118,153,177
120,27,64,90,121,153,178
121,27,64,92,121,155,181
122,28,65,93,122,155,182
123,27,66,94,122,156,183
124,28,66,95,122,159,183
125,28,66,95,124,159,183
126,28,66,94,125,160,184
127,28,66,95,126,160,186
128,29,67,96,126,161,185
129,29,68,97,126,163,186
130,29,68,97,127,164,186
131,29,69,96,127,165,187
132,30,69,97,127,168,189
133,29,68,97,129,169,191
134,29,70,99,130,167,192
135,30,70,99,131,169,195
136,30,69,102,131,170,195
137,29,70,102,131,172,196
138,30,70,100,131,172,196
139,30,69,102,133,172,196
140,30,69,102,135,173,195
141,31,70,102,135,173,198
142,31,70,103,137,176,199
143,30,72,104,137,177,201
144,31,72,105,137,178,202
145,30,73,103,138,178,203
146,31,74,103,139,177,204
147,32,74,104,140,180,208
148,32,73,106,141,182,209
149,31,74,106,142,182,209
150,32,74,105,142,182,206
151,32,75,107,143,184,210
152,32,75,106,143,183,210
153,32,75,108,144,184,209
154,32,75,109,147,186,212
155,33,75,109,147,187,212
156,33,75,110,147,187,213
157,34,76,110,148,187,215
158,34,76,110,149,188,217
159,34,78,110,148,189,218
160,34,78,111,149,190,219
161,34,78,112,151,192,219
162,34,78,113,151,192,219
163,34,79,113,151,192,219
164,34,78,112,151,192,219
165,34,79,113,153,194,221
166,34,79,113,154,194,221
167,34,79,114,154,195,222
168,34,79,115,156,197,224
169,35,80,116,156,199,225
170,35,80,116,156,197,226
171,35,80,115,156,198,229
172,36,80,116,156,199,230
173,35,81,117,159,201,232
174,36,82,117,160,202,232
175,36,83,118,160,202,232
176,36,81,119,160,203,232
177,37,82,119,161,203,234
178,37,82,119,161,203,235
179,38,83,118,163,205,234
180,38,83,120,163,207,235
181,38,83,120,165,207,238
182,37,83,120,165,205,240
183,38,83,120,165,206,240
184,38,83,120,166,207,242
185,37,83,120,166,209,244
186,38,84,121,168,210,245
187,37,85,122,169,211,245
188,37,85,123,170,213,245
189,38,85,124,169,214,245
190,37,85,124,169,212,245
191,38,85,125,170,214,245
192,38,86,124,171,216,246
193,38,86,125,172,216,249
