Seconds,2,4,6,8,10,12
0,0,0,0,0,0,0
1,0,0,0,0,0,0
2,0,0,0,0,0,0
3,0,0,0,0,0,0
4,0,0,0,0,1,0
5,0,0,0,0,1,0
6,0,1,0,1,1,0
7,0,1,0,1,1,0
8,0,1,0,1,1,0
9,0,1,1,2,2,0
10,0,1,1,2,2,1
11,0,1,1,2,2,2
12,0,1,1,2,2,2
13,0,2,2,2,2,2
14,0,2,2,2,2,2
15,0,2,2,2,2,2
16,0,2,2,2,2,2
17,0,2,2,2,2,2
18,0,2,2,3,3,2
19,0,2,2,3,3,2
20,0,3,2,3,3,2
21,0,3,2,3,3,2
22,0,3,2,3,3,2
23,0,3,2,4,4,2
24,0,3,2,4,4,2
25,0,3,3,4,4,2
26,0,3,3,4,4,3
27,0,3,3,4,4,3
28,0,3,4,4,4,4
29,0,3,4,4,4,4
30,0,3,4,4,4,4
31,0,3,4,5,4,4
32,0,3,4,5,4,4
33,0,4,4,5,4,4
34,0,5,4,5,5,4
35,0,5,4,5,5,4
36,0,5,4,5,6,4
37,0,5,4,5,6,4
38,0,5,4,6,6,4
39,0,5,4,6,6,5
40,0,5,5,6,6,6
41,0,5,5,6,6,6
42,0,5,6,6,6,6
43,0,5,6,6,6,6
44,0,5,6,6,6,6
45,0,5,6,7,6,6
46,0,5,6,7,6,6
47,0,5,6,7,7,6
48,0,5,6,7,7,6
49,0,5,6,7,7,6
50,1,5,6,7,8,6
51,1,6,6,7,8,7
52,1,6,6,8,8,7
53,1,6,7,8,8,7
54,1,6,7,8,8,8
55,1,6,7,8,8,8
56,1,7,7,8,8,8
57,1,7,7,8,8,8
58,1,7,7,8,8,8
59,1,7,8,8,8,8
60,1,7,8,9,9,8
61,1,7,8,9,9,8
62,1,7,8,9,9,8
63,1,7,8,9,9,8
64,1,7,9,9,9,8
65,1,8,9,9,10,9
66,1,8,9,10,10,9
67,1,8,9,10,10,9
68,1,8,9,10,10,9
69,1,8,9,10,10,9
70,1,8,9,10,10,9
71,1,8,9,11,10,10
72,1,8,9,11,10,10
73,1,9,9,11,11,10
74,1,9,9,11,11,10
75,1,9,10,11,11,10
76,1,9,10,11,12,10
77,1,9,10,11,12,10
78,1,9,10,11,12,11
79,1,10,10,11,12,11
80,1,10,11,12,12,11
81,1,10,11,12,12,11
82,1,10,11,12,12,11
83,1,10,11,12,12,11
84,1,10,11,13,12,11
85,1,10,11,13,12,12
86,1,10,11,13,12,12
87,1,10,11,13,13,12
88,2,11,11,13,13,12
89,2,11,11,13,13,12
90,2,11,12,13,13,12
91,2,11,12,13,13,12
92,2,11,12,13,14,13
