Seconds,2,4,6,8,10,12
0,0,0,0,0,0,0
1,0,0,0,0,0,0
2,0,0,0,0,0,0
3,0,0,0,0,0,0
4,0,0,0,0,1,0
5,0,0,0,1,1,2
6,0,0,0,1,1,2
7,0,1,1,2,2,2
8,0,1,1,2,2,2
9,0,1,2,2,2,2
10,0,1,2,2,2,2
11,0,2,2,2,2,2
12,0,2,2,2,2,2
13,0,2,2,2,2,2
14,0,2,2,2,2,2
15,0,2,2,2,2,2
16,0,2,2,2,2,2
17,0,2,2,2,2,3
18,0,2,2,2,3,3
19,0,2,2,3,3,4
20,0,2,2,4,3,4
21,0,2,3,4,4,4
22,0,2,3,4,4,4
23,0,2,3,4,4,4
24,0,3,4,4,4,4
25,0,3,4,4,4,4
26,0,3,4,4,4,4
27,0,4,4,4,4,4
28,0,4,4,4,4,4
29,0,4,4,4,4,4
30,0,4,4,4,4,5
31,0,4,4,5,5,5
32,0,4,4,5,5,6
33,0,4,4,5,6,6
34,0,4,4,6,6,6
35,0,4,5,6,6,6
36,0,4,5,6,6,6
37,0,4,6,6,6,6
38,0,4,6,6,6,6
39,0,4,6,6,6,6
40,0,4,6,6,6,6
41,0,5,6,6,6,6
42,0,6,6,6,7,6
43,0,6,6,7,7,6
44,0,6,6,7,7,8
45,0,6,6,7,7,8
46,0,6,6,8,7,8
47,0,6,6,8,8,8
48,0,6,7,8,8,8
49,0,6,7,8,8,8
50,0,6,7,8,8,8
51,0,6,7,8,8,8
52,0,6,8,8,8,8
53,0,6,8,8,8,8
54,0,6,8,8,9,8
55,0,6,8,8,9,10
56,0,6,8,9,9,10
57,0,7,8,10,9,10
58,0,8,8,10,9,10
59,0,8,8,10,10,10
60,0,8,8,10,10,10
61,0,8,9,10,10,10
62,0,8,9,10,10,10
63,0,8,9,10,10,10
64,0,8,10,10,10,10
65,0,8,10,10,10,10
66,0,8,10,10,10,10
67,0,8,10,11,10,11
68,0,8,10,11,11,12
69,0,8,10,11,11,12
70,0,8,10,12,11,12
71,0,8,10,12,11,12
72,0,9,10,12,12,12
73,0,9,11,12,12,12
74,1,9,11,12,12,12
75,1,10,11,12,12,12
76,1,10,12,12,12,12
77,1,10,12,12,12,12
78,1,10,12,12,12,12
79,1,10,12,13,13,13
80,1,10,12,13,13,14
81,1,10,12,13,13,14
82,1,10,12,14,13,14
83,1,10,12,14,13,14
84,1,10,12,14,13,14
85,1,10,13,14,14,14
86,1,10,13,14,14,14
87,1,10,13,14,14,14
88,1,10,14,14,14,14
89,1,11,14,14,14,14
90,1,12,14,14,14,14
91,1,12,14,15,14,15
92,1,12,14,15,14,16
