Seconds,2,4,6,8,10,12
0,0,0,0,0,0,0
1,0,0,0,0,0,0
2,0,0,0,0,1,2
3,0,0,0,1,1,3
4,0,0,0,2,1,3
5,0,0,2,3,3,4
6,0,0,2,3,4,4
7,0,0,3,4,4,6
8,0,1,3,4,5,7
9,0,1,4,5,5,7
10,0,1,4,6,6,7
11,0,2,4,6,6,8
12,0,3,4,6,7,9
13,0,3,5,7,7,9
14,0,3,5,7,7,9
15,0,4,5,7,7,9
16,0,4,5,7,7,9
17,0,4,5,7,9,9
18,0,4,5,7,9,10
19,0,4,5,7,9,12
20,0,4,6,8,10,12
21,0,4,7,9,10,12
22,0,4,7,10,11,13
23,0,4,7,10,11,13
24,1,4,7,11,11,14
25,2,4,8,11,12,14
26,2,5,8,11,13,16
27,2,5,9,11,13,16
28,3,5,9,11,13,16
29,3,6,9,11,13,16
30,3,6,9,11,13,16
31,3,6,9,11,13,16
32,3,6,9,11,14,16
33,3,6,10,12,15,18
34,3,6,10,13,15,18
35,3,6,10,13,15,19
36,3,6,10,13,16,19
37,3,6,11,13,17,20
38,3,6,11,14,17,20
39,3,6,11,15,17,21
40,3,6,11,15,18,21
41,3,7,11,15,18,21
42,3,7,11,16,18,22
43,3,7,11,16,18,22
44,3,8,12,16,19,22
45,3,8,13,16,19,23
46,3,8,13,16,20,23
47,3,8,14,16,20,24
48,3,8,14,16,21,24
49,3,9,14,16,21,24
50,3,9,14,17,22,25
51,3,9,14,17,22,25
52,3,9,14,18,23,26
53,3,9,14,18,23,26
54,3,9,14,18,23,27
55,3,9,15,19,23,27
56,3,9,15,19,23,27
57,3,9,15,19,23,27
58,4,9,15,19,23,28
59,4,9,15,20,23,28
60,4,10,15,20,23,29
61,4,10,15,20,24,29
62,4,10,15,20,25,30
63,4,10,17,20,26,30
64,5,10,17,21,26,31
65,5,10,17,21,26,31
66,5,10,17,21,27,32
67,5,10,17,22,27,32
68,5,10,18,22,27,32
69,5,10,18,22,27,32
70,5,10,18,22,27,32
71,5,10,18,22,27,32
72,5,11,18,23,27,32
73,5,12,18,24,27,32
74,5,12,18,24,27,33
75,5,13,19,24,28,35
76,5,13,19,24,29,35
77,5,13,19,25,30,35
78,5,13,19,25,30,35
79,5,13,19,25,30,36
80,5,13,20,25,31,36
81,6,13,20,26,31,37
82,6,13,20,26,31,37
83,6,13,20,26,31,37
84,6,13,20,26,31,37
85,6,13,20,26,32,37
86,6,13,21,26,32,37
87,6,13,21,26,32,37
88,6,14,21,26,33,38
89,6,14,21,27,33,39
90,6,14,21,27,33,39
91,6,14,22,28,33,40
92,6,14,22,28,33,40
